Fecha,Delegacion,Clave INEGI AGEE,Codigo Penal Federal (CPF)_Delitos contra la salud_ Produccion,Codigo Penal Federal (CPF)_Delitos contra la salud_Transporte,Codigo Penal Federal (CPF)_Delitos contra la salud_Tr fico,Codigo Penal Federal (CPF)_Delitos contra la salud_Comercio,Codigo Penal Federal (CPF)_Delitos contra la salud_Suministro,Codigo Penal Federal (CPF)_Delitos contra la salud_Posesion,Codigo Penal Federal (CPF)_Delitos contra la salud_Otros,Codigo Penal Federal (CPF)_Cometidos por Servidores Publicos,Codigo Penal Federal (CPF)_Contra el Ambiente y la Gestion Ambiental,Codigo Penal Federal (CPF)_Contra la integridad corporal,Codigo Penal Federal (CPF)_Electorales,Codigo Penal Federal (CPF)_En Materia de Derechos de Autor,"Codigo Penal Federal (CPF)_Falsedad, T¡tulo D‚cimo Tercero",Codigo Penal Federal (CPF)_Patrimoniales,Codigo Penal Federal (CPF)_V¡as de Comunicacion y Correspondencia,Codigo Penal Federal (CPF)_Otros Delitos del CPF,Codigo Fiscal de la Federacion (CFF),Ley de la Propiedad Industrial (LPI),Ley de V¡as Generales de Comunicacion (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migracion (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Cr‚dito, Inversion, Fianzas y Seguros",Otras Leyes Especiales
2013-02,TLAXCALA,29,0,0,0,0,0,1,2,4,3,1,1,1,0,12,0,3,2,1,3,0,12,3,8,1,0,1,1,3
2013-02,VERACRUZ,30,0,0,0,2,0,1,0,20,10,1,7,2,6,99,24,39,12,0,5,0,40,8,27,10,1,10,0,23
2013-02,YUCATAN,31,0,0,0,0,0,3,1,2,7,3,1,0,0,8,0,3,2,1,1,0,4,0,6,2,0,0,2,0
2013-02,ZACATECAS,32,0,1,0,3,0,3,2,3,0,1,0,2,2,6,2,3,3,0,0,0,24,0,0,0,0,4,0,1
2013-02,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2013-03,AGUASCALIENTES,1,0,0,0,0,0,1,5,2,0,0,0,0,8,5,0,2,11,1,0,3,8,0,4,0,0,0,3,6
2013-03,BAJA CALIFORNIA,2,1,2,1,7,0,181,0,9,2,1,0,15,47,95,1,16,25,4,0,3,117,20,198,1,0,3,5,7
2013-03,BAJA CALIFORNIA SUR,3,0,3,0,1,1,2,0,2,2,0,1,0,0,10,1,6,4,0,0,1,5,0,4,4,0,0,0,0
2013-03,CAMPECHE,4,0,0,0,1,0,0,1,0,12,0,0,0,1,8,0,24,7,0,2,1,4,1,1,1,0,0,0,2
2013-03,COAHUILA,5,1,0,0,4,0,2,4,15,0,5,1,0,3,41,2,38,7,0,1,0,31,0,2,6,1,3,1,8
2013-03,COLIMA,6,0,0,0,0,0,5,2,0,2,1,0,0,3,8,6,6,2,0,3,1,25,0,2,2,1,2,0,4
2013-03,CHIAPAS,7,1,2,0,5,0,1,10,4,4,1,0,4,7,22,0,15,10,0,1,0,19,19,15,9,0,3,1,12
2013-03,CHIHUAHUA,8,5,2,0,3,0,13,8,4,7,3,2,0,10,23,3,29,30,7,1,2,62,2,9,6,0,4,3,4
2013-03,DISTRITO FEDERAL,9,4,0,0,7,0,8,11,59,6,2,6,19,136,315,6,140,30,67,1,6,85,0,11,3,0,15,271,44
2013-03,DURANGO,10,0,0,0,3,0,1,3,4,0,0,0,0,2,10,0,6,5,0,1,2,20,0,0,0,0,1,0,4
2013-03,GUANAJUATO,11,0,0,0,6,0,74,11,0,2,0,1,1,14,91,4,9,29,4,2,1,94,0,434,53,0,1,6,13
2013-03,GUERRERO,12,1,0,0,2,0,12,4,7,2,0,2,1,3,17,15,18,1,0,0,0,61,0,0,0,0,7,0,5
2013-03,HIDALGO,13,0,0,0,2,0,1,2,2,9,0,2,3,4,58,3,12,7,0,5,2,28,0,1,0,0,0,0,4
2013-03,JALISCO,14,3,3,0,5,0,45,12,11,8,2,1,2,21,91,2,38,15,34,6,2,154,0,24,7,0,2,21,17
2013-03,MXICO,15,2,0,0,5,0,8,7,10,10,1,172,2,26,193,3,49,12,13,1,0,100,0,3,4,0,6,10,36
2013-03,MICHOACAN,16,7,1,1,0,0,15,5,13,6,1,1,0,2,32,7,38,5,2,3,1,81,0,9,3,0,7,1,3
2013-03,MORELOS,17,0,0,0,0,0,0,1,5,2,0,0,1,3,14,2,12,9,0,1,0,28,0,2,0,0,5,0,7
2013-03,NAYARIT,18,0,1,0,0,0,5,5,0,4,0,1,0,4,11,1,19,0,0,5,1,7,0,7,1,0,1,0,3
2013-03,NUEVO LEON,19,0,4,0,0,0,18,1,29,4,3,1,3,8,30,0,11,21,4,4,0,58,3,12,1,0,7,1,33
2013-03,OAXACA,20,1,5,0,0,1,1,7,14,9,3,1,3,9,28,3,7,2,0,15,0,84,7,16,2,0,3,1,9
2013-03,PUEBLA,21,0,1,0,2,1,6,0,7,1,0,37,0,5,47,2,24,0,2,9,2,42,0,4,1,0,1,1,18
2013-03,QUERTARO,22,0,2,0,0,0,1,3,0,1,0,1,1,8,24,1,9,3,4,1,4,21,1,4,2,0,3,0,5
2013-03,QUINTANA ROO,23,0,0,0,0,0,0,22,9,6,0,0,1,11,15,4,15,4,3,0,0,12,2,2,3,0,0,0,4
2013-03,SAN LUIS POTOSÖ,24,0,3,0,1,0,4,2,9,4,0,1,2,3,36,1,6,6,0,1,0,42,1,0,0,0,6,0,3
2013-03,SINALOA,25,10,6,0,6,0,12,8,11,6,0,0,0,4,59,0,10,4,0,2,0,49,0,9,0,0,1,0,2
2013-03,SONORA,26,7,9,0,4,0,38,32,1,1,0,0,2,2,46,5,32,22,3,8,0,59,9,24,10,0,0,0,3
2013-03,TABASCO,27,0,0,0,1,0,0,3,8,1,0,1,0,3,25,0,29,1,0,0,0,9,4,8,2,0,0,0,3
2013-03,TAMAULIPAS,28,0,0,9,0,0,41,7,12,0,7,1,2,11,96,1,23,19,0,0,0,133,1,0,0,1,8,0,14
2013-03,TLAXCALA,29,0,0,0,0,0,1,0,3,3,0,0,1,4,8,0,3,3,1,1,0,5,0,5,1,0,0,0,5
2013-03,VERACRUZ,30,0,0,0,0,0,2,1,20,4,0,42,0,6,146,15,64,16,1,14,1,33,10,29,8,0,7,2,43
2013-03,YUCATAN,31,0,0,0,0,0,2,0,2,5,1,1,0,2,4,0,6,1,3,0,0,3,0,3,0,0,0,3,2
2013-03,ZACATECAS,32,0,1,1,7,0,0,3,6,0,0,0,0,0,7,3,5,6,0,0,0,27,0,0,0,0,6,0,2
2013-03,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2013-04,AGUASCALIENTES,1,0,1,0,1,0,4,1,0,1,0,0,0,12,6,0,4,14,7,2,2,6,0,4,0,0,2,3,4
2013-04,BAJA CALIFORNIA,2,2,1,0,1,0,115,3,9,9,1,0,14,33,72,0,19,30,3,0,2,127,20,206,1,0,4,4,8
2013-04,BAJA CALIFORNIA SUR,3,0,2,0,1,0,4,0,2,1,0,0,1,3,6,0,3,1,0,0,1,4,0,6,1,0,0,0,2
2013-04,CAMPECHE,4,0,0,0,1,0,2,2,1,10,0,0,0,3,16,0,15,2,0,1,0,5,1,2,0,0,0,2,2
2013-04,COAHUILA,5,9,0,1,5,0,1,3,6,0,6,2,0,5,33,1,30,8,1,2,0,43,0,0,5,0,16,1,5
2013-04,COLIMA,6,0,0,0,1,0,6,5,2,4,0,0,0,2,3,3,11,3,1,0,0,18,0,1,1,0,1,0,3
2013-04,CHIAPAS,7,0,3,1,2,0,0,10,3,12,1,0,1,8,19,2,7,15,1,2,0,18,24,19,7,0,0,1,12
2013-04,CHIHUAHUA,8,0,1,0,3,0,14,6,12,3,3,3,0,13,31,1,17,21,3,0,1,50,1,22,5,0,2,2,3
2013-04,DISTRITO FEDERAL,9,1,3,1,3,1,11,12,75,4,7,7,14,189,553,3,166,52,78,0,1,85,0,29,3,0,7,293,38
2013-04,DURANGO,10,0,1,0,0,0,6,0,9,3,1,0,1,4,15,0,5,7,0,4,0,23,0,0,0,0,2,0,4
2013-04,GUANAJUATO,11,1,1,0,5,0,57,9,4,2,0,0,4,23,57,1,11,25,11,1,6,79,0,310,39,0,2,6,11
2013-04,GUERRERO,12,1,1,0,5,0,5,2,19,5,0,3,4,0,11,7,34,1,0,0,0,70,0,0,0,0,15,0,12
2013-04,HIDALGO,13,0,0,0,1,0,2,3,2,3,1,0,8,3,50,1,22,5,0,6,0,27,1,1,1,0,2,2,8
2013-04,JALISCO,14,2,0,0,11,0,47,11,3,13,1,0,2,25,103,2,45,7,25,2,0,132,0,22,8,1,6,15,19
2013-04,MXICO,15,1,0,0,5,0,2,5,8,7,0,160,5,47,155,2,78,24,16,4,4,116,0,8,2,0,10,5,43
2013-04,MICHOACAN,16,8,0,4,3,0,10,14,9,3,1,0,2,1,26,10,37,4,3,1,1,73,0,3,1,0,1,1,4
2013-04,MORELOS,17,0,1,0,2,0,1,0,7,10,0,0,0,4,16,0,15,8,0,1,0,41,0,9,1,0,2,4,12
2013-04,NAYARIT,18,0,0,0,1,0,10,3,2,3,0,0,0,1,11,1,11,4,0,3,0,6,0,1,0,0,3,0,7
2013-04,NUEVO LEON,19,0,8,0,1,0,16,0,31,1,1,1,3,4,40,2,15,29,5,1,1,44,2,31,0,1,4,1,46
2013-04,OAXACA,20,1,4,0,1,0,3,3,9,12,6,2,4,3,35,0,8,4,0,20,1,96,3,20,16,1,0,4,8
2013-04,PUEBLA,21,0,0,0,2,0,1,0,4,2,0,6,1,5,36,5,20,3,1,20,2,42,5,3,0,0,1,2,5
2013-04,QUERTARO,22,0,2,0,0,0,2,0,0,3,0,0,0,7,35,0,8,3,2,0,1,28,1,5,1,0,0,2,2
2013-04,QUINTANA ROO,23,0,0,0,0,0,0,29,8,8,1,1,2,9,18,2,11,8,2,1,0,10,1,1,1,0,1,0,4
2013-04,SAN LUIS POTOSÖ,24,0,2,0,0,0,4,0,6,1,2,2,8,1,36,1,11,6,1,1,3,54,0,1,0,0,2,4,7
2013-04,SINALOA,25,2,9,1,9,0,25,10,18,6,2,1,1,6,92,0,19,9,0,1,1,65,0,10,0,0,4,1,5
2013-04,SONORA,26,7,11,0,1,0,36,28,9,3,0,1,0,4,27,0,24,22,3,1,0,72,19,41,7,0,3,2,5
2013-04,TABASCO,27,0,1,0,1,0,0,1,8,4,0,0,0,1,13,0,25,0,0,1,1,10,3,16,0,0,0,0,4
2013-04,TAMAULIPAS,28,0,3,0,0,0,29,6,15,3,9,2,5,7,111,0,26,33,0,0,0,115,1,0,0,11,8,3,11
2013-04,TLAXCALA,29,0,0,0,0,0,0,0,6,4,0,1,0,2,5,1,2,1,2,4,0,14,1,7,5,0,1,1,5
2013-04,VERACRUZ,30,1,1,0,0,0,2,3,31,2,1,9,2,4,105,17,58,12,1,11,1,39,5,16,9,0,4,1,18
2013-04,YUCATAN,31,0,0,0,0,0,2,0,5,6,0,2,1,3,3,0,5,1,1,1,0,1,0,3,1,0,0,0,0
2013-04,ZACATECAS,32,8,3,0,4,0,2,3,4,0,0,0,0,2,13,2,8,2,0,0,1,22,0,2,0,0,9,0,2
2013-04,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2013-05,AGUASCALIENTES,1,0,1,0,0,0,1,3,2,0,0,0,0,5,7,0,1,17,8,1,0,10,0,1,1,0,2,0,5
2013-05,BAJA CALIFORNIA,2,4,4,0,9,0,105,5,13,9,0,2,7,28,79,1,12,20,3,0,3,112,19,289,0,0,0,17,11
2013-05,BAJA CALIFORNIA SUR,3,1,2,0,3,0,7,0,6,2,0,1,2,1,10,1,5,0,0,1,1,3,0,6,0,0,0,0,2
2013-05,CAMPECHE,4,0,0,0,1,0,0,0,2,11,1,4,0,4,9,2,9,1,7,3,0,7,0,1,0,0,1,0,0
2013-05,COAHUILA,5,1,0,0,6,0,0,1,7,0,0,1,0,3,47,4,34,15,0,20,0,29,0,3,16,1,11,2,9
2013-05,COLIMA,6,0,0,0,1,0,2,2,2,3,0,0,0,3,18,0,14,6,1,1,1,23,0,3,1,0,4,0,4
2013-05,CHIAPAS,7,0,3,1,4,1,3,7,4,14,0,1,1,9,26,3,13,15,4,7,1,42,20,7,4,0,0,0,8
2013-05,CHIHUAHUA,8,2,3,0,7,1,25,10,6,4,2,1,0,10,26,6,26,23,2,4,0,68,7,20,8,0,2,3,7
2013-05,DISTRITO FEDERAL,9,1,7,0,4,3,30,24,79,6,6,6,12,240,553,3,180,46,66,0,14,87,0,24,4,0,12,410,44
2013-05,DURANGO,10,0,0,0,0,0,1,3,5,2,2,4,0,2,17,3,10,6,0,4,1,19,0,0,0,0,2,0,4
2013-05,GUANAJUATO,11,1,2,0,2,0,45,2,1,0,0,0,2,10,69,4,33,25,9,1,4,79,1,354,51,1,3,8,13
2013-05,GUERRERO,12,4,4,0,4,0,13,3,8,4,0,0,1,6,8,4,19,1,0,0,0,51,0,0,0,0,4,2,8
2013-05,HIDALGO,13,0,0,0,3,0,4,3,5,6,1,1,5,5,47,1,21,24,1,1,4,32,1,0,2,0,1,5,10
2013-05,JALISCO,14,1,1,0,8,0,70,8,10,18,1,1,1,14,97,6,30,10,23,1,1,152,0,6,4,0,5,19,22
2013-05,MXICO,15,0,0,0,3,0,6,3,16,9,2,14,3,21,137,8,58,16,19,4,1,107,2,9,3,0,6,5,52
2013-05,MICHOACAN,16,4,1,1,0,0,12,25,10,3,4,0,1,2,24,7,34,13,2,2,0,70,0,1,2,0,5,1,12
2013-05,MORELOS,17,0,0,0,3,0,6,0,8,2,0,0,1,2,37,1,13,2,0,6,0,28,1,18,0,0,2,9,19
2013-05,NAYARIT,18,0,0,1,1,0,4,2,1,10,1,1,1,2,7,1,26,2,1,0,0,7,0,5,3,0,0,0,4
2013-05,NUEVO LEON,19,0,13,0,2,0,28,0,63,2,1,0,2,6,32,1,7,20,8,0,0,50,3,13,1,1,5,3,49
2013-05,OAXACA,20,3,1,0,3,0,0,2,6,7,2,0,4,5,31,3,15,4,1,15,2,65,6,8,18,0,3,1,16
2013-05,PUEBLA,21,0,0,0,5,1,3,1,2,3,2,4,2,13,54,5,25,4,3,23,0,32,1,4,0,0,2,1,14
2013-05,QUERTARO,22,0,4,0,0,0,1,0,2,0,0,1,0,7,19,0,12,5,0,0,0,22,0,8,1,0,1,1,3
2013-05,QUINTANA ROO,23,0,0,0,0,0,0,22,6,7,0,2,0,4,20,0,10,6,3,0,0,5,1,1,2,0,0,0,5
2013-05,SAN LUIS POTOSÖ,24,0,3,0,0,0,4,0,2,4,0,0,0,4,29,1,5,7,0,2,2,35,2,0,1,0,4,0,5
2013-05,SINALOA,25,9,11,0,7,0,25,8,8,5,2,1,0,5,115,0,19,1,1,3,0,84,0,15,0,0,0,0,11
2013-05,SONORA,26,11,11,0,4,0,56,30,4,4,0,2,0,5,55,3,22,20,1,1,0,54,19,34,13,0,4,2,8
2013-05,TABASCO,27,0,2,0,0,0,1,1,3,1,0,0,1,8,22,1,19,10,0,1,0,12,4,8,1,0,3,0,8
2013-05,TAMAULIPAS,28,0,0,0,0,0,41,11,14,0,9,2,4,5,110,1,56,17,0,0,1,136,4,0,0,0,2,3,16
2013-05,TLAXCALA,29,0,0,0,0,0,2,0,3,4,0,0,1,3,14,0,6,0,0,0,0,13,1,8,5,0,2,0,3
2013-05,VERACRUZ,30,0,1,0,0,0,5,4,30,10,1,6,1,7,118,12,69,15,0,7,1,39,7,32,2,0,6,0,27
2013-05,YUCATAN,31,0,0,0,0,0,3,0,4,7,2,1,3,4,15,0,2,4,0,2,0,2,0,5,0,0,0,1,1
2013-05,ZACATECAS,32,1,2,0,1,0,1,1,5,0,0,0,1,2,13,3,8,3,0,1,0,17,0,1,0,0,4,0,3
2013-05,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1
2013-06,AGUASCALIENTES,1,0,2,1,0,0,3,0,3,0,0,4,3,2,4,0,5,16,8,0,1,4,0,0,2,0,3,0,9
2013-06,BAJA CALIFORNIA,2,5,1,0,5,0,71,0,9,2,0,0,4,32,103,1,31,24,1,1,0,120,15,245,2,0,1,16,17
2013-06,BAJA CALIFORNIA SUR,3,2,1,0,6,1,4,3,5,1,0,0,5,3,8,0,12,6,0,0,0,5,0,5,1,0,0,0,4
2013-06,CAMPECHE,4,2,1,0,2,0,0,0,1,10,0,2,0,1,10,0,12,0,5,0,3,4,0,2,0,0,0,0,1
2013-06,COAHUILA,5,5,4,0,0,0,1,1,5,0,1,3,0,3,16,1,28,7,2,1,0,30,0,3,3,0,10,1,18
2013-06,COLIMA,6,0,0,0,0,0,1,2,2,1,0,0,0,4,9,1,13,4,4,0,0,23,0,2,3,0,0,1,9
2013-06,CHIAPAS,7,0,2,0,1,0,2,3,17,4,0,0,0,12,24,4,15,16,3,9,0,26,18,15,3,0,0,0,10
2013-06,CHIHUAHUA,8,1,3,0,4,0,17,5,22,4,1,0,2,16,26,8,29,15,3,1,1,58,5,41,1,0,1,4,5
2013-06,DISTRITO FEDERAL,9,8,1,0,3,1,25,20,85,4,7,2,4,248,461,3,191,62,87,0,9,88,1,11,3,0,8,510,38
2013-06,DURANGO,10,1,1,0,6,0,5,3,6,3,1,4,1,4,5,1,4,7,0,9,1,35,0,1,0,0,1,2,0
2013-06,GUANAJUATO,11,0,0,0,2,0,32,4,2,3,0,1,3,10,68,4,17,39,12,1,3,64,0,448,23,0,3,17,10
2013-06,GUERRERO,12,3,0,0,9,0,5,1,8,4,0,1,0,5,13,4,14,0,0,0,0,64,0,0,0,1,6,1,12
2013-06,HIDALGO,13,1,0,0,2,0,3,1,6,8,0,0,3,5,36,2,17,4,0,4,2,33,1,0,1,0,2,6,5
2013-06,JALISCO,14,1,3,0,9,0,49,8,9,25,5,1,1,19,133,2,39,17,23,3,0,141,0,22,11,0,4,28,56
2013-06,MXICO,15,2,1,0,6,0,0,3,11,14,1,54,4,20,183,3,63,20,10,3,2,108,1,5,7,0,14,17,47
2013-06,MICHOACAN,16,4,1,0,3,0,13,17,16,9,1,0,0,9,33,3,23,16,2,2,0,86,0,8,0,0,8,2,19
2013-06,MORELOS,17,0,0,0,0,0,2,0,8,5,0,0,0,2,16,0,15,7,1,3,0,46,0,13,1,0,2,3,15
2013-06,NAYARIT,18,2,1,0,1,0,4,2,3,7,0,0,0,0,10,1,15,2,0,0,0,20,0,3,0,0,1,0,10
2013-06,NUEVO LEON,19,0,3,0,0,0,17,2,43,4,2,2,0,10,42,0,12,13,7,0,0,59,5,29,0,0,4,4,30
2013-06,OAXACA,20,1,6,0,3,0,2,7,13,17,6,1,1,8,29,0,14,1,1,16,1,90,4,8,25,0,1,0,8
2013-06,PUEBLA,21,0,0,0,4,0,4,0,7,1,0,8,1,10,32,1,24,8,3,2,3,27,1,4,0,0,3,5,7
2013-06,QUERTARO,22,0,2,0,1,0,2,1,3,2,0,2,1,4,23,0,11,4,2,0,2,21,1,7,1,0,0,1,2
2013-06,QUINTANA ROO,23,0,0,0,0,0,0,5,8,9,0,2,0,7,25,2,7,9,3,1,0,7,0,3,9,0,0,0,3
2013-06,SAN LUIS POTOSÖ,24,0,4,0,0,0,7,0,12,3,0,0,2,3,24,2,10,5,2,2,1,44,3,0,1,0,3,0,12
2013-06,SINALOA,25,9,3,0,4,0,21,9,8,4,3,0,0,8,86,3,22,8,0,0,0,64,0,16,0,0,2,1,5
2013-06,SONORA,26,7,9,0,2,0,45,16,3,4,0,2,0,4,28,6,17,17,2,4,0,70,11,22,9,0,0,0,6
2013-06,TABASCO,27,0,0,0,0,0,1,2,2,4,0,0,0,2,19,0,19,2,0,0,0,7,2,18,0,0,3,0,5
2013-06,TAMAULIPAS,28,0,0,0,0,0,46,4,13,1,12,5,0,7,130,0,41,33,0,0,0,144,3,0,0,0,8,2,12
2013-06,TLAXCALA,29,0,0,0,1,0,0,2,1,2,0,0,0,4,7,0,9,1,0,1,0,10,1,12,0,0,0,0,5
2013-06,VERACRUZ,30,0,4,0,1,0,0,1,43,10,0,8,0,7,144,10,41,13,1,14,2,44,8,18,10,0,6,2,33
2013-06,YUCATAN,31,0,0,0,0,0,4,0,4,10,0,1,0,2,6,0,1,1,1,4,0,3,0,3,4,0,0,0,3
2013-06,ZACATECAS,32,1,0,0,1,0,3,0,8,0,1,4,4,1,26,0,7,6,0,2,0,29,0,0,0,0,4,0,5
2013-06,EXTRANJERO,33,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
2013-07,AGUASCALIENTES,1,0,1,0,0,0,4,2,1,0,0,1,1,5,5,0,5,12,3,1,0,9,0,1,0,0,0,0,9
2013-07,BAJA CALIFORNIA,2,2,4,0,2,0,71,4,16,4,1,5,7,31,110,0,9,19,4,1,0,120,13,167,2,0,1,9,18
2013-07,BAJA CALIFORNIA SUR,3,1,1,1,6,0,2,0,2,1,0,0,4,1,10,0,3,4,0,0,1,4,0,1,2,0,2,2,0
2013-07,CAMPECHE,4,0,1,0,2,0,0,0,1,5,0,1,0,2,10,0,8,2,2,0,0,5,3,0,0,0,1,0,0
2013-07,COAHUILA,5,4,1,0,5,0,3,0,12,1,0,2,0,6,25,0,45,10,0,5,0,33,0,0,4,1,8,1,12
2013-07,COLIMA,6,2,0,0,2,1,2,2,0,0,0,0,1,2,7,1,9,2,7,4,0,27,0,3,2,0,6,0,3
2013-07,CHIAPAS,7,1,6,1,1,1,3,6,3,8,2,1,1,12,23,3,10,18,9,5,0,28,22,9,2,0,1,0,11
2013-07,CHIHUAHUA,8,5,4,0,2,0,9,4,10,11,2,5,0,9,30,3,24,14,3,5,0,70,2,31,3,0,5,2,12
2013-07,DISTRITO FEDERAL,9,0,1,0,9,0,9,26,83,3,3,3,6,267,464,4,153,55,72,0,13,93,1,12,2,0,19,471,28
2013-07,DURANGO,10,0,1,0,4,0,5,1,1,0,0,1,2,1,11,2,8,5,0,3,1,23,1,1,0,0,1,0,3
2013-07,GUANAJUATO,11,0,1,0,2,0,31,6,6,1,0,0,2,24,98,4,43,48,6,2,1,77,1,391,24,1,1,11,7
2013-07,GUERRERO,12,1,0,0,6,0,6,6,11,7,1,0,0,4,9,4,14,4,0,0,0,64,0,0,0,1,8,2,12
2013-07,HIDALGO,13,0,0,0,0,2,2,6,2,7,1,4,2,8,42,1,9,10,0,3,2,16,0,1,1,0,2,1,5
2013-07,JALISCO,14,0,0,0,8,0,47,15,11,15,7,1,0,32,108,0,30,11,19,6,0,148,0,9,5,0,4,35,27
2013-07,MXICO,15,0,0,0,6,1,1,3,9,13,1,106,4,28,189,0,55,16,24,0,2,104,2,9,2,0,8,10,42
2013-07,MICHOACAN,16,13,4,0,2,0,8,2,5,6,4,0,0,8,39,2,30,10,6,2,0,74,0,7,4,0,8,0,6
2013-07,MORELOS,17,0,1,0,2,0,5,0,3,3,1,0,1,6,9,1,9,7,0,2,0,45,0,11,2,0,2,3,15
2013-07,NAYARIT,18,3,0,0,0,0,2,1,2,4,0,0,0,0,11,0,9,2,0,1,0,11,0,0,0,0,1,0,3
2013-07,NUEVO LEON,19,0,8,0,3,0,19,0,46,5,3,0,4,12,50,5,10,14,11,0,0,72,1,28,0,0,3,2,15
2013-07,OAXACA,20,0,1,0,7,1,0,1,11,4,13,0,2,8,45,5,15,6,1,21,2,86,5,6,11,0,2,3,7
2013-07,PUEBLA,21,0,0,0,2,0,2,0,1,0,0,8,3,10,53,1,21,5,2,4,1,33,0,0,0,0,2,2,12
2013-07,QUERTARO,22,1,8,0,0,0,2,2,4,2,2,0,0,11,47,0,6,2,2,0,0,14,1,6,2,0,0,3,3
2013-07,QUINTANA ROO,23,0,0,0,1,0,0,13,4,21,0,4,8,5,12,1,4,10,3,0,0,11,2,4,6,0,0,0,5
2013-07,SAN LUIS POTOSÖ,24,0,4,0,1,0,6,0,7,1,1,2,3,2,40,1,11,2,3,0,3,47,1,1,0,0,2,0,4
2013-07,SINALOA,25,9,5,0,8,1,13,12,8,11,2,0,0,1,68,2,20,5,2,7,2,51,0,11,0,1,2,0,7
2013-07,SONORA,26,10,13,0,2,0,45,20,6,3,0,2,1,7,35,0,18,19,0,1,1,58,14,28,10,0,1,2,13
2013-07,TABASCO,27,0,1,0,1,0,0,1,3,10,0,0,1,2,11,0,27,2,0,0,0,9,6,7,0,0,2,0,5
2013-07,TAMAULIPAS,28,0,0,0,0,0,43,2,10,0,7,4,1,11,78,1,35,41,0,1,0,105,2,0,0,1,9,0,18
2013-07,TLAXCALA,29,0,0,0,0,0,0,2,2,2,1,1,0,3,13,1,9,3,0,5,0,4,0,8,6,0,0,1,3
2013-07,VERACRUZ,30,1,0,0,3,0,1,1,25,8,1,2,1,9,98,0,43,11,2,7,0,44,9,11,6,0,5,1,28
2013-07,YUCATAN,31,0,0,0,0,0,1,0,13,3,1,0,1,2,11,0,12,4,0,1,0,3,0,6,4,0,0,0,6
2013-07,ZACATECAS,32,1,0,0,2,1,3,4,6,0,0,4,0,0,9,1,7,9,0,0,1,29,0,0,0,0,5,0,4
2013-07,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-08,AGUASCALIENTES,1,0,3,0,2,0,4,3,1,2,0,0,0,9,7,0,7,22,4,1,1,9,0,1,1,0,5,1,5
2013-08,BAJA CALIFORNIA,2,3,0,0,4,0,82,1,12,9,0,1,14,28,74,2,14,21,1,0,0,95,15,233,2,0,2,8,10
2013-08,BAJA CALIFORNIA SUR,3,0,4,0,3,0,9,1,1,5,0,0,1,0,2,0,7,3,1,0,4,5,0,3,1,0,0,1,7
2013-08,CAMPECHE,4,0,0,0,1,0,0,0,1,6,0,1,0,1,13,0,8,3,1,3,0,8,0,0,0,0,2,0,4
2013-08,COAHUILA,5,2,1,0,6,1,3,1,3,1,1,0,0,1,27,0,53,17,0,3,0,20,2,6,2,3,4,4,10
2013-08,COLIMA,6,1,0,0,2,0,1,4,3,7,0,0,0,4,8,0,8,1,0,0,0,20,0,1,0,0,4,0,5
2013-08,CHIAPAS,7,1,5,2,8,0,2,5,9,13,0,2,0,6,9,5,17,16,4,2,0,38,20,18,1,0,4,0,8
2013-08,CHIHUAHUA,8,0,0,0,3,0,19,4,14,3,6,1,0,9,38,6,14,24,1,2,1,72,1,36,2,0,4,6,12
2013-08,DISTRITO FEDERAL,9,0,2,1,0,0,9,21,73,3,7,3,16,284,612,12,152,51,62,0,8,59,1,30,4,1,16,365,30
2013-08,DURANGO,10,0,1,0,1,0,5,1,8,1,2,1,0,6,7,2,2,4,1,1,0,24,0,0,0,0,2,0,3
2013-08,GUANAJUATO,11,0,0,1,1,0,38,2,4,4,0,0,1,13,55,4,27,16,4,7,4,67,0,183,3,0,2,10,8
2013-08,GUERRERO,12,0,1,0,9,0,7,1,9,4,0,0,0,1,16,0,24,3,0,0,0,60,0,0,0,0,7,0,12
2013-08,HIDALGO,13,1,1,0,1,0,1,1,2,7,1,1,2,6,36,5,14,4,1,6,0,26,0,0,0,0,2,0,4
2013-08,JALISCO,14,0,0,0,5,0,61,11,10,12,2,1,1,28,130,0,24,14,18,2,1,129,0,4,2,0,5,47,26
