Fecha,DELEGACI‡N,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Asociaci¢n delictuosa,Delitos diversos_Robo en carretera,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Culposos por transito de veh°culos,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2002-02,COAHUILA,05,0,2,0,3,0,31,0,0,3,3,0,0,0,20,0,0,0,6,0,1,0,1,21
2002-02,COLIMA,06,0,0,0,0,0,15,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,4
2002-02,CHIAPAS,07,7,1,1,3,1,9,2,1,0,4,4,0,0,31,0,0,19,7,0,0,0,6,28
2002-02,CHIHUAHUA,08,1,6,0,6,1,107,5,1,2,4,1,0,7,90,1,0,4,8,0,0,0,0,25
2002-02,DISTRITO FEDERAL,09,0,1,0,1,0,69,1,7,0,216,0,9,10,129,0,0,9,10,5,5,39,5,198
2002-02,DURANGO,10,1,1,0,2,0,18,2,0,0,2,4,2,5,19,0,0,1,5,0,0,0,0,12
2002-02,GUANAJUATO,11,0,0,0,1,1,46,0,2,1,7,0,4,0,67,0,0,1,2,0,6,0,0,57
2002-02,GUERRERO,12,2,2,0,1,0,15,3,0,2,11,13,0,0,27,0,0,0,7,0,0,0,0,11
2002-02,HIDALGO,13,0,0,0,7,3,4,0,0,0,9,3,1,4,8,0,0,1,5,1,0,0,0,8
2002-02,JALISCO,14,4,2,0,0,3,89,8,0,3,9,3,3,2,85,0,0,1,5,12,4,0,2,34
2002-02,MêXICO,15,0,0,0,22,25,59,0,4,1,70,0,7,9,93,0,0,2,5,21,5,0,0,58
2002-02,MICHOACµN,16,0,3,1,8,0,46,0,0,1,2,2,0,0,56,0,0,0,4,0,1,0,0,14
2002-02,MORELOS,17,0,2,0,6,8,30,1,0,0,4,3,0,7,20,0,0,2,5,0,0,0,0,15
2002-02,NAYARIT,18,0,1,0,1,0,13,11,0,0,0,1,0,4,22,0,0,0,1,0,0,0,0,14
2002-02,NUEVO LE‡N,19,0,1,0,0,0,45,0,0,0,3,0,12,5,22,0,0,0,2,0,3,0,0,36
2002-02,OAXACA,20,1,1,0,2,1,6,16,0,0,1,7,1,7,34,0,0,6,11,0,0,0,1,24
2002-02,PUEBLA,21,0,0,0,1,1,4,0,0,0,13,6,1,0,39,0,0,0,12,22,0,0,3,37
2002-02,QUERêTARO,22,0,3,0,1,1,21,0,0,3,3,0,0,4,13,0,0,1,0,0,3,0,0,12
2002-02,QUINTANA ROO,23,0,0,0,2,0,10,8,0,1,4,1,0,0,8,0,0,0,3,0,3,0,0,27
2002-02,SAN LUIS POTOS÷,24,0,5,0,0,0,18,7,0,3,4,1,0,4,29,0,0,0,1,0,0,0,0,14
2002-02,SINALOA,25,0,6,0,2,1,66,75,0,0,5,3,0,0,40,0,0,0,2,1,1,0,0,303
2002-02,SONORA,26,0,85,6,13,0,204,3,0,20,3,6,0,9,50,0,0,19,7,0,0,0,1,51
2002-02,TABASCO,27,0,0,0,0,0,13,1,0,0,20,0,0,0,2,0,0,4,4,0,1,0,0,4
2002-02,TAMAULIPAS,28,0,7,0,0,0,49,1,0,10,3,3,1,4,41,0,0,7,4,0,0,0,0,74
2002-02,TLAXCALA,29,0,0,0,0,0,6,0,0,0,2,3,0,0,12,0,0,0,10,5,0,0,0,4
2002-02,VERACRUZ,30,1,0,0,2,0,24,2,0,3,48,6,7,21,46,0,0,6,5,0,14,0,2,18
2002-02,YUCATµN,31,0,0,0,0,0,29,0,0,2,13,2,0,4,0,0,0,0,1,1,4,0,0,7
2002-02,ZACATECAS,32,0,1,0,0,1,6,2,0,0,17,0,0,0,15,0,0,1,4,0,0,0,0,3
2002-03,AGUASCALIENTES,01,0,0,0,0,0,14,0,6,0,9,2,0,0,19,0,0,0,1,0,0,0,0,17
2002-03,BAJA CALIFORNIA,02,0,1,1,0,0,356,19,0,19,117,0,1,4,194,0,0,57,3,2,3,0,2,32
2002-03,BAJA CALIFORNIA SUR,03,0,0,0,0,0,28,7,0,0,5,1,0,2,3,0,0,0,2,0,0,0,0,2
2002-03,CAMPECHE,04,0,0,0,0,0,13,0,0,6,6,12,0,0,10,0,0,0,3,0,0,0,0,5
2002-03,COAHUILA,05,0,4,0,3,0,31,3,0,1,7,1,0,0,26,0,0,6,3,0,0,0,1,37
2002-03,COLIMA,06,0,0,0,0,0,16,2,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,1
2002-03,CHIAPAS,07,3,0,0,1,0,18,4,0,0,6,3,0,0,34,0,0,23,6,0,0,0,0,23
2002-03,CHIHUAHUA,08,0,4,0,5,1,94,5,1,6,7,3,0,0,56,0,0,2,5,0,0,0,1,16
2002-03,DISTRITO FEDERAL,09,0,0,0,4,0,40,3,8,9,247,1,7,3,146,0,0,7,4,1,11,21,8,259
2002-03,DURANGO,10,0,1,0,4,0,23,7,0,0,4,2,0,2,37,0,0,1,0,0,0,0,0,12
2002-03,GUANAJUATO,11,0,1,0,5,0,42,1,0,0,6,1,1,3,57,0,0,0,6,1,4,0,0,34
2002-03,GUERRERO,12,0,8,0,3,0,8,4,3,0,9,3,0,3,26,0,0,0,10,0,0,0,0,17
2002-03,HIDALGO,13,0,0,0,2,2,9,1,0,0,6,3,0,2,8,0,0,0,4,4,0,0,0,14
2002-03,JALISCO,14,7,3,1,6,1,137,17,2,2,30,8,4,2,137,0,1,1,8,8,2,0,0,78
2002-03,MêXICO,15,0,1,3,9,15,42,0,0,2,57,1,11,3,91,0,0,1,2,25,14,0,3,28
2002-03,MICHOACµN,16,3,1,0,2,0,37,0,1,1,3,8,0,0,91,0,0,1,6,1,1,0,0,29
2002-03,MORELOS,17,0,0,0,2,11,44,2,6,2,7,0,0,0,30,0,0,1,5,0,0,0,0,21
2002-03,NAYARIT,18,0,0,0,0,0,4,16,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,9
2002-03,NUEVO LE‡N,19,0,0,0,0,0,45,0,0,0,2,1,3,33,16,0,0,0,4,1,0,0,0,41
2002-03,OAXACA,20,1,0,0,0,0,8,17,2,0,1,1,0,6,38,0,0,8,20,0,0,0,0,35
2002-03,PUEBLA,21,0,0,0,2,0,10,0,0,0,9,14,2,0,33,0,0,0,10,14,0,0,1,34
2002-03,QUERêTARO,22,0,10,0,1,0,37,0,0,0,0,0,0,0,14,0,0,0,1,0,4,0,1,18
2002-03,QUINTANA ROO,23,0,0,0,0,0,20,1,0,1,1,4,0,0,7,0,0,3,3,1,0,0,1,20
2002-03,SAN LUIS POTOS÷,24,0,7,0,0,0,13,10,0,0,6,0,0,0,41,0,0,1,3,0,0,0,0,28
2002-03,SINALOA,25,3,3,0,2,4,48,3,0,0,4,0,0,0,51,0,0,1,0,2,1,0,0,50
2002-03,SONORA,26,0,56,13,9,1,178,6,0,10,9,1,2,8,51,0,0,11,1,6,2,0,0,60
2002-03,TABASCO,27,0,0,0,2,0,12,0,0,0,7,4,1,0,4,0,0,6,5,0,2,0,0,3
2002-03,TAMAULIPAS,28,0,5,0,0,1,47,1,1,11,5,6,0,2,60,0,0,11,5,0,0,0,0,72
2002-03,TLAXCALA,29,0,1,0,0,0,2,0,0,1,3,1,0,0,9,0,0,0,5,3,0,0,0,9
2002-03,VERACRUZ,30,0,0,0,1,0,18,2,0,17,33,8,3,15,42,0,0,7,18,0,9,0,0,22
2002-03,YUCATµN,31,0,0,0,0,0,17,0,0,1,12,1,0,3,2,0,0,0,5,7,3,0,1,5
2002-03,ZACATECAS,32,0,1,1,4,0,4,3,0,0,5,1,0,2,32,0,0,0,2,0,0,0,0,4
2002-04,AGUASCALIENTES,01,0,0,0,0,0,25,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,41
2002-04,BAJA CALIFORNIA,02,0,0,0,0,0,451,21,7,17,122,1,0,0,242,0,0,38,4,7,0,0,0,44
2002-04,BAJA CALIFORNIA SUR,03,0,0,0,0,0,21,3,0,0,1,1,0,0,8,0,0,1,0,0,0,0,0,3
2002-04,CAMPECHE,04,0,0,0,2,0,13,1,0,3,5,18,0,0,7,0,0,0,3,0,2,0,0,9
2002-04,COAHUILA,05,0,4,0,9,1,34,1,0,2,5,0,0,0,22,0,0,1,3,0,2,0,1,17
2002-04,COLIMA,06,0,0,0,0,0,14,3,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,18
2002-04,CHIAPAS,07,2,0,0,0,0,21,5,1,0,6,1,0,0,42,0,0,23,7,1,2,0,12,29
2002-04,CHIHUAHUA,08,1,5,0,13,1,75,44,2,2,8,6,1,0,54,0,0,3,4,0,0,0,0,16
2002-04,DISTRITO FEDERAL,09,0,0,0,0,5,61,0,9,0,432,0,3,8,127,0,0,7,2,5,5,33,13,299
2002-04,DURANGO,10,0,2,0,0,0,25,9,0,1,12,1,0,6,32,0,0,0,4,0,2,0,4,9
2002-04,GUANAJUATO,11,0,0,6,5,2,61,0,0,1,4,0,2,2,74,0,0,3,4,3,0,0,0,60
2002-04,GUERRERO,12,0,5,0,4,0,11,8,0,1,10,4,0,5,24,0,1,0,3,1,2,0,0,25
2002-04,HIDALGO,13,0,0,0,5,10,6,0,0,0,6,1,0,5,11,0,0,1,6,15,0,0,1,18
2002-04,JALISCO,14,11,4,0,11,1,196,15,2,4,43,2,5,7,138,1,0,0,4,15,8,0,5,57
2002-04,MêXICO,15,0,4,0,4,13,94,1,9,3,100,2,8,0,79,0,0,3,4,22,15,0,2,52
2002-04,MICHOACµN,16,2,2,1,9,2,68,0,0,0,0,0,0,0,81,0,0,0,3,1,4,0,1,16
2002-04,MORELOS,17,0,0,0,9,1,49,0,0,0,11,1,0,5,28,0,0,0,4,0,9,0,0,31
2002-04,NAYARIT,18,0,0,0,1,0,10,8,0,0,0,6,0,4,18,0,0,0,3,0,0,0,0,17
2002-04,NUEVO LE‡N,19,0,0,0,0,0,28,0,0,0,1,0,13,14,28,0,0,0,1,0,3,0,1,41
2002-04,OAXACA,20,1,0,0,2,1,4,14,0,0,1,6,0,8,58,0,0,6,12,0,0,0,0,40
2002-04,PUEBLA,21,1,0,0,0,0,11,0,1,0,12,2,0,0,31,0,0,0,10,18,5,0,1,51
2002-04,QUERêTARO,22,0,6,0,1,1,31,1,0,1,0,0,0,3,20,0,0,1,2,0,5,0,0,27
2002-04,QUINTANA ROO,23,0,0,2,0,0,24,15,0,4,0,1,0,3,7,0,0,1,0,2,0,0,16,20
2002-04,SAN LUIS POTOS÷,24,0,4,0,0,0,9,5,0,2,5,0,1,0,48,0,0,2,0,0,0,0,0,32
2002-04,SINALOA,25,1,3,0,5,1,57,9,0,0,3,8,0,0,63,0,0,0,2,0,0,0,0,38
2002-04,SONORA,26,2,62,2,15,2,180,5,0,28,12,4,3,3,63,0,1,8,3,0,0,0,1,54
2002-04,TABASCO,27,0,1,0,1,0,16,1,0,0,25,0,0,0,7,0,0,10,3,0,4,0,0,18
2002-04,TAMAULIPAS,28,0,0,0,0,0,42,5,0,6,2,2,0,2,56,0,0,15,15,1,0,0,1,87
2002-04,TLAXCALA,29,0,0,0,1,0,4,1,0,0,1,6,0,3,5,0,0,0,1,4,0,0,0,8
2002-04,VERACRUZ,30,0,0,0,0,0,33,0,0,3,45,6,0,20,51,0,0,11,17,0,9,0,2,22
2002-04,YUCATµN,31,0,0,0,0,0,15,0,0,7,10,0,0,0,0,0,0,0,7,10,2,0,0,6
2002-04,ZACATECAS,32,0,2,0,0,3,12,2,0,0,9,1,0,1,25,0,0,0,3,4,1,0,0,7
2002-05,AGUASCALIENTES,01,0,0,0,0,0,20,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2,19
2002-05,BAJA CALIFORNIA,02,0,1,0,0,0,347,23,0,19,55,1,0,0,214,0,0,66,3,4,0,0,0,53
2002-05,BAJA CALIFORNIA SUR,03,0,0,0,0,0,27,7,0,1,13,1,0,3,7,0,0,1,3,0,0,0,0,1
2002-05,CAMPECHE,04,0,0,0,0,0,10,1,0,1,7,8,0,9,12,0,0,0,1,1,0,0,0,9
2002-05,COAHUILA,05,0,5,0,0,3,25,0,0,5,9,0,1,0,18,0,0,0,2,1,0,0,0,18
2002-05,COLIMA,06,0,0,0,0,0,8,3,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,10
2002-05,CHIAPAS,07,2,0,0,5,0,12,4,3,0,11,9,0,0,26,0,0,17,1,1,2,0,9,42
2002-05,CHIHUAHUA,08,19,7,2,4,1,91,9,1,11,9,2,0,0,90,0,0,1,3,1,1,0,1,36
2002-05,DISTRITO FEDERAL,09,0,0,1,1,0,45,7,13,1,353,1,14,14,123,0,0,12,8,6,24,28,4,281
2002-05,DURANGO,10,1,0,0,3,0,19,5,0,4,6,0,0,4,20,0,0,0,1,0,0,0,0,7
2002-05,GUANAJUATO,11,0,2,0,9,3,35,0,2,0,3,0,1,0,78,0,0,1,5,4,0,0,0,47
2002-05,GUERRERO,12,2,3,0,3,0,12,5,0,0,11,14,0,6,34,0,0,0,16,0,0,0,1,29
2002-05,HIDALGO,13,0,0,0,4,0,19,0,0,0,9,5,0,3,21,0,0,0,4,8,0,0,2,15
2002-05,JALISCO,14,12,4,1,6,1,103,11,1,5,14,1,1,3,116,0,3,1,8,5,3,0,3,49
2002-05,MêXICO,15,0,0,0,1,4,49,0,0,1,84,2,8,6,92,0,0,4,5,4,10,0,3,41
2002-05,MICHOACµN,16,2,0,1,7,1,53,2,0,0,7,0,0,0,67,0,0,0,8,2,0,0,1,24
2002-05,MORELOS,17,0,8,0,9,0,34,2,0,0,3,2,0,0,28,0,0,1,10,0,5,0,2,11
2002-05,NAYARIT,18,0,0,0,0,0,11,1,0,0,0,28,0,0,28,0,0,0,1,0,0,0,0,15
2002-05,NUEVO LE‡N,19,0,0,0,1,0,39,0,0,0,0,0,5,3,15,1,0,1,3,0,2,0,0,22
2002-05,OAXACA,20,0,0,0,1,0,4,15,0,0,2,8,0,13,46,0,0,8,25,0,0,0,1,48
2002-05,PUEBLA,21,0,0,0,1,1,11,0,0,0,12,9,1,0,32,0,0,0,5,8,2,0,0,49
2002-05,QUERêTARO,22,0,4,0,0,0,58,0,0,2,0,0,0,0,16,0,0,0,0,0,5,0,0,13
2002-05,QUINTANA ROO,23,0,0,1,1,0,27,18,1,0,0,2,0,0,12,0,0,2,2,1,0,0,0,23
2002-05,SAN LUIS POTOS÷,24,0,0,0,0,0,4,29,0,4,4,0,2,0,39,0,0,0,2,0,0,0,1,23
2002-05,SINALOA,25,2,8,0,3,0,71,1,0,0,4,5,0,0,69,0,0,0,1,0,0,0,0,31
2002-05,SONORA,26,2,36,3,21,4,197,6,6,44,12,7,14,6,61,0,0,5,5,3,0,0,0,54
2002-05,TABASCO,27,0,1,0,5,0,14,3,0,0,10,4,0,3,1,0,0,12,1,0,0,0,0,7
2002-05,TAMAULIPAS,28,0,1,0,0,0,31,1,0,4,1,0,0,2,36,0,0,8,6,1,1,0,2,83
2002-05,TLAXCALA,29,0,0,0,0,0,3,0,0,1,4,1,0,7,8,0,0,0,7,3,0,0,0,6
2002-05,VERACRUZ,30,1,2,0,2,0,17,2,0,3,35,8,8,26,49,0,0,14,14,0,12,0,1,18
2002-05,YUCATµN,31,0,0,0,0,0,24,0,0,2,3,3,0,0,5,0,0,0,3,6,4,0,0,9
2002-05,ZACATECAS,32,0,0,0,1,2,8,1,0,0,6,0,3,2,19,0,0,0,3,2,0,0,0,2
2002-06,AGUASCALIENTES,01,0,0,0,0,0,18,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,17
2002-06,BAJA CALIFORNIA,02,0,0,0,0,0,264,17,0,15,35,0,0,0,144,0,0,48,3,5,0,0,3,43
2002-06,BAJA CALIFORNIA SUR,03,1,1,0,0,0,19,1,0,0,9,3,0,3,6,0,0,0,2,0,0,0,0,2
2002-06,CAMPECHE,04,0,0,0,0,0,10,0,0,0,4,2,3,3,12,0,0,0,3,1,2,0,0,5
2002-06,COAHUILA,05,1,2,0,10,2,31,0,1,4,3,0,0,5,30,0,0,1,8,1,1,0,0,16
2002-06,COLIMA,06,0,0,0,0,0,48,3,0,0,0,2,0,0,19,0,0,0,0,0,0,0,1,18
2002-06,CHIAPAS,07,5,3,0,2,1,19,2,2,3,6,7,0,3,27,0,0,12,4,0,1,0,8,22
2002-06,CHIHUAHUA,08,2,5,1,13,1,88,14,0,12,4,0,0,0,55,0,0,3,4,0,0,0,2,20
2002-06,DISTRITO FEDERAL,09,0,0,0,0,2,54,1,20,4,426,0,8,13,103,0,0,4,5,4,10,18,11,323
2002-06,DURANGO,10,0,4,0,1,0,16,2,0,3,12,1,0,3,18,0,0,1,3,0,2,0,0,10
2002-06,GUANAJUATO,11,0,0,0,5,1,46,2,0,2,3,0,2,0,70,0,0,0,10,1,1,0,0,59
2002-06,GUERRERO,12,0,1,0,2,0,18,1,0,3,7,1,0,5,24,0,0,1,4,0,0,0,1,10
2002-06,HIDALGO,13,0,0,0,2,0,16,3,1,0,5,6,3,4,13,0,0,0,3,4,1,0,0,14
2002-06,JALISCO,14,9,1,1,8,2,104,15,0,11,21,7,3,5,77,0,1,0,5,12,3,0,1,55
2002-06,MêXICO,15,0,0,0,8,10,77,1,0,4,44,4,11,5,113,0,0,3,23,8,6,0,0,42
2002-06,MICHOACµN,16,1,0,1,12,1,47,0,0,0,2,1,0,7,66,0,0,0,6,0,0,0,1,20
2002-06,MORELOS,17,0,5,0,2,3,31,5,0,3,5,4,0,6,27,0,0,0,10,0,2,0,0,20
2002-06,NAYARIT,18,0,2,0,3,0,7,17,0,0,0,5,0,3,24,0,0,0,4,0,0,0,1,46
2002-06,NUEVO LE‡N,19,0,0,0,0,0,13,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,1,30
2002-06,OAXACA,20,1,0,0,0,0,5,20,1,0,2,3,0,7,34,1,0,10,22,0,0,0,0,37
2002-06,PUEBLA,21,0,0,0,1,0,13,0,0,0,16,6,3,4,32,0,0,1,8,9,1,0,2,53
2002-06,QUERêTARO,22,0,3,0,0,0,52,0,2,0,0,0,0,3,23,0,0,1,0,0,8,0,0,18
2002-06,QUINTANA ROO,23,0,0,1,1,0,28,34,0,0,0,2,0,3,4,0,0,1,1,0,0,0,1,33
2002-06,SAN LUIS POTOS÷,24,0,2,0,0,0,16,3,0,3,8,1,0,0,30,0,0,1,2,0,0,0,0,16
2002-06,SINALOA,25,0,4,0,3,0,74,1,0,0,2,12,0,3,50,0,0,0,1,1,1,0,1,47
2002-06,SONORA,26,5,35,8,40,4,283,15,0,41,14,7,6,7,71,0,3,16,3,1,0,0,2,70
2002-06,TABASCO,27,0,0,0,4,0,13,1,0,0,9,4,1,0,8,0,0,10,6,0,1,0,1,6
2002-06,TAMAULIPAS,28,0,3,0,2,0,73,9,0,10,5,9,0,5,51,0,1,7,6,0,8,0,0,122
2002-06,TLAXCALA,29,0,0,0,0,0,5,0,0,1,1,4,3,3,2,0,0,0,4,6,0,0,0,10
2002-06,VERACRUZ,30,1,0,0,1,0,21,3,0,1,31,8,0,7,41,1,0,6,11,0,4,0,0,15
2002-06,YUCATµN,31,0,0,0,0,0,21,0,0,0,1,1,0,0,5,0,0,0,3,7,1,0,0,7
2002-06,ZACATECAS,32,0,2,0,1,0,13,0,0,0,4,0,0,3,22,0,1,1,0,2,0,0,0,4
2002-07,AGUASCALIENTES,01,0,0,0,0,0,17,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,26
2002-07,BAJA CALIFORNIA,02,0,0,0,0,0,282,10,0,19,23,10,3,0,158,0,0,31,4,3,0,0,3,44
2002-07,BAJA CALIFORNIA SUR,03,0,0,0,0,0,12,5,0,0,9,4,0,3,7,0,0,0,1,0,0,0,0,1
2002-07,CAMPECHE,04,0,0,0,1,0,6,0,0,3,6,4,0,6,8,0,0,1,0,0,0,0,0,1
2002-07,COAHUILA,05,0,2,0,5,2,25,0,1,4,2,0,0,6,21,0,0,1,2,3,0,0,0,22
2002-07,COLIMA,06,0,0,0,0,1,41,8,0,0,0,7,1,0,18,0,0,0,0,0,0,0,1,27
2002-07,CHIAPAS,07,4,4,1,3,2,11,3,2,1,11,5,3,4,40,0,0,26,8,0,0,0,5,38
2002-07,CHIHUAHUA,08,2,3,0,13,3,78,28,1,6,3,4,0,0,68,0,0,1,2,0,0,0,2,40
2002-07,DISTRITO FEDERAL,09,0,1,0,1,10,78,1,7,3,318,1,3,0,155,0,0,5,2,0,10,40,15,320
2002-07,DURANGO,10,0,0,0,6,1,17,4,0,1,8,1,5,4,21,0,0,2,3,0,15,0,0,11
2002-07,GUANAJUATO,11,0,0,0,15,1,57,2,0,0,7,1,0,5,70,0,0,0,3,1,4,0,0,42
2002-07,GUERRERO,12,0,3,0,1,1,14,1,0,3,15,3,0,4,23,1,0,0,10,0,0,0,1,22
2002-07,HIDALGO,13,0,0,0,5,1,14,0,0,0,3,3,1,6,12,0,0,0,3,12,0,0,0,28
2002-07,JALISCO,14,13,5,2,24,1,130,14,3,9,40,4,5,3,141,0,1,2,7,11,1,0,0,105
2002-07,MêXICO,15,0,3,1,8,11,109,0,7,0,61,5,3,8,101,0,0,1,2,10,10,0,5,36
2002-07,MICHOACµN,16,1,3,1,7,1,52,6,1,0,5,3,8,0,49,0,0,0,5,4,2,0,1,41
2002-07,MORELOS,17,0,0,0,6,0,64,2,0,0,6,8,5,8,22,0,0,0,3,0,3,0,1,23
2002-07,NAYARIT,18,0,0,0,0,0,11,13,0,0,0,7,0,0,18,0,0,0,2,0,0,0,1,13
2002-07,NUEVO LE‡N,19,0,0,0,0,0,13,0,0,1,0,1,7,25,9,0,0,0,2,0,0,0,0,34
2002-07,OAXACA,20,0,0,0,1,0,8,24,0,0,3,13,0,14,23,0,0,10,24,0,0,0,0,49
2002-07,PUEBLA,21,0,0,0,0,0,15,3,0,0,14,12,3,0,34,0,0,1,4,15,3,0,1,40
2002-07,QUERêTARO,22,0,3,0,1,0,44,0,2,0,0,0,0,0,27,0,0,0,1,0,3,0,0,15
2002-07,QUINTANA ROO,23,0,0,0,0,1,15,16,0,2,1,2,0,0,7,0,0,1,1,0,0,0,1,37
2002-07,SAN LUIS POTOS÷,24,1,2,0,0,0,17,3,0,2,6,0,0,0,38,0,0,1,1,0,0,0,0,28
2002-07,SINALOA,25,0,4,0,0,0,70,49,0,0,8,5,0,5,50,0,0,0,4,0,0,0,0,186
2002-07,SONORA,26,1,19,7,21,0,191,10,7,35,13,2,3,8,56,0,0,15,6,3,0,0,0,54
2002-07,TABASCO,27,1,0,0,3,0,8,0,0,0,28,1,2,5,4,0,0,16,3,0,0,0,2,24
2002-07,TAMAULIPAS,28,0,0,1,0,0,71,0,0,11,6,6,0,5,45,0,0,14,4,2,0,0,0,114
2002-07,TLAXCALA,29,0,0,1,0,0,0,2,0,0,1,3,0,0,5,0,0,0,6,4,0,0,0,1
2002-07,VERACRUZ,30,0,0,0,4,2,30,8,0,5,32,7,12,22,53,0,0,7,17,0,14,0,0,21
2002-07,YUCATµN,31,0,0,0,0,0,21,0,0,0,10,1,0,0,3,0,0,0,7,6,3,0,0,7
2002-07,ZACATECAS,32,1,0,0,3,0,9,1,0,0,2,0,0,0,20,0,0,0,2,0,1,0,1,5
2002-08,AGUASCALIENTES,01,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20
2002-08,BAJA CALIFORNIA,02,0,0,0,0,0,246,0,0,10,17,1,0,0,210,0,0,40,3,0,0,0,1,31
2002-08,BAJA CALIFORNIA SUR,03,0,1,0,0,0,7,2,0,1,43,6,0,10,5,0,0,0,1,0,0,0,0,5
2002-08,CAMPECHE,04,0,0,0,1,0,6,3,4,5,10,3,0,0,11,0,0,0,0,0,0,0,0,1
2002-08,COAHUILA,05,1,2,0,8,0,24,0,0,9,3,0,0,2,25,0,0,1,4,0,1,0,0,15
2002-08,COLIMA,06,1,0,0,0,0,11,3,0,1,0,4,15,0,15,0,0,0,0,0,0,0,0,22
2002-08,CHIAPAS,07,4,4,0,2,0,16,4,1,1,4,10,0,0,33,0,0,28,9,0,0,0,4,32
2002-08,CHIHUAHUA,08,3,3,0,14,0,97,16,0,17,5,2,0,0,70,0,2,2,3,0,0,0,0,33
2002-08,DISTRITO FEDERAL,09,1,0,0,0,1,52,0,0,8,322,1,6,18,98,0,0,6,7,5,11,33,12,220
2002-08,DURANGO,10,1,0,0,2,0,10,3,0,1,10,2,2,0,15,0,0,1,2,0,4,0,0,9
2002-08,GUANAJUATO,11,0,1,0,16,0,56,0,0,2,5,1,1,0,60,0,0,3,9,0,2,0,0,46
2002-08,GUERRERO,12,1,7,0,4,1,18,7,8,4,10,17,0,11,38,0,0,0,9,0,0,0,0,19
2002-08,HIDALGO,13,0,0,0,4,4,3,0,0,1,17,1,1,3,18,0,0,0,19,14,1,0,1,22
2002-08,JALISCO,14,16,0,1,18,3,129,33,4,19,37,9,6,19,92,0,0,1,13,8,0,0,4,60
2002-08,MêXICO,15,0,1,1,6,9,57,0,0,0,66,4,34,7,64,0,0,4,3,4,11,0,4,53
2002-08,MICHOACµN,16,6,3,1,4,1,44,3,0,0,0,3,0,2,68,0,0,0,10,0,0,0,0,14
2002-08,MORELOS,17,0,1,1,8,0,36,1,0,0,9,8,2,4,21,0,0,0,7,0,4,0,1,11
2002-08,NAYARIT,18,0,0,0,0,2,10,7,0,0,0,15,2,0,21,0,0,0,2,0,0,0,0,6
2002-08,NUEVO LE‡N,19,0,1,0,0,0,41,0,0,0,3,0,7,11,23,0,0,0,1,0,0,0,1,52
2002-08,OAXACA,20,2,0,0,0,0,1,31,1,0,0,2,0,12,41,0,0,15,16,0,0,0,2,69
2002-08,PUEBLA,21,0,0,1,7,1,13,2,0,0,8,4,2,4,28,0,0,0,5,5,0,0,0,26
2002-08,QUERêTARO,22,0,0,0,2,1,44,1,0,0,2,2,0,0,16,0,0,0,1,0,2,0,0,13
2002-08,QUINTANA ROO,23,0,0,1,2,0,13,5,0,1,1,2,0,0,7,0,0,0,1,0,1,0,1,38
2002-08,SAN LUIS POTOS÷,24,1,5,0,0,0,12,1,0,1,10,1,1,2,31,0,0,0,3,0,0,0,1,32
2002-08,SINALOA,25,0,2,0,2,1,50,6,0,1,0,9,0,6,51,0,0,0,2,0,0,0,0,58
2002-08,SONORA,26,2,6,1,19,0,243,7,0,34,16,15,0,2,83,0,0,31,4,1,0,0,0,53
2002-08,TABASCO,27,0,0,0,5,0,9,0,0,0,15,0,0,0,3,0,0,6,2,0,0,0,0,24
2002-08,TAMAULIPAS,28,0,0,0,0,0,60,0,0,11,2,1,0,5,39,1,3,19,4,1,0,0,1,146
2002-08,TLAXCALA,29,0,0,0,0,0,2,0,0,1,1,1,0,4,6,0,0,0,1,2,0,0,0,6
2002-08,VERACRUZ,30,3,0,0,3,1,28,6,0,3,31,6,14,15,47,0,0,4,12,0,11,0,2,11
2002-08,YUCATµN,31,0,0,0,0,0,18,0,1,8,6,1,0,0,3,0,0,0,8,9,2,0,1,2
2002-08,ZACATECAS,32,0,0,0,2,0,9,2,0,0,4,2,0,5,25,0,0,0,2,2,0,0,0,6
2002-09,AGUASCALIENTES,01,0,0,0,0,0,10,0,0,0,1,0,0,0,10,0,0,1,1,0,0,0,0,10
