Fecha,Delegaci¢n,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Contra la integrida corporal,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2008-03,SINALOA,25,2,9,2,49,0,214,23,5,5,27,6,2,1,67,2,8,2,7,2,0,31
2008-03,SONORA,26,0,2,0,16,0,254,55,0,34,37,3,2,5,61,14,1,0,1,2,0,37
2008-03,TABASCO,27,0,0,0,3,0,29,1,0,1,10,4,0,4,9,6,0,3,1,3,0,25
2008-03,TAMAULIPAS,28,0,0,1,11,0,139,1,3,10,33,0,2,7,54,5,10,0,3,5,1,49
2008-03,TLAXCALA,29,0,0,0,0,1,13,0,0,1,8,2,0,2,8,0,1,0,3,0,0,6
2008-03,VERACRUZ,30,0,1,0,12,0,64,22,7,8,81,13,3,9,42,5,7,1,15,0,0,39
2008-03,YUCATµN,31,0,0,0,0,0,17,9,0,0,7,3,0,1,7,0,2,0,1,0,0,7
2008-03,ZACATECAS,32,0,1,1,3,0,6,5,0,0,2,2,0,0,12,0,0,0,1,2,0,2
2008-04,AGUASCALIENTES,01,0,0,0,0,0,38,1,0,0,2,0,1,5,6,0,0,0,0,1,1,15
2008-04,BAJA CALIFORNIA,02,0,0,0,10,0,849,23,0,8,92,3,1,13,122,39,6,3,2,8,0,72
2008-04,BAJA CALIFORNIA SUR,03,0,1,0,6,0,70,9,2,2,13,2,0,3,6,0,0,0,1,0,2,14
2008-04,CAMPECHE,04,0,0,0,3,0,13,2,0,0,14,4,0,1,8,1,1,0,2,1,0,7
2008-04,COAHUILA,05,0,0,0,6,0,19,40,1,0,17,0,0,7,16,0,4,0,5,4,1,32
2008-04,COLIMA,06,0,0,0,11,0,77,7,1,3,0,1,1,1,8,0,0,0,2,0,0,6
2008-04,CHIAPAS,07,0,0,0,24,1,30,4,0,7,19,11,0,5,43,26,6,1,6,0,0,19
2008-04,CHIHUAHUA,08,2,3,0,12,1,130,71,0,3,35,7,2,16,59,2,7,3,4,2,1,70
2008-04,DISTRITO FEDERAL,09,1,0,0,7,0,299,450,161,21,529,16,19,76,137,14,3,11,59,42,17,298
2008-04,DURANGO,10,0,2,0,37,1,34,30,0,2,14,7,1,2,26,0,1,2,4,0,0,24
2008-04,GUANAJUATO,11,1,0,2,9,1,161,775,20,1,22,2,0,2,59,3,12,0,15,3,0,26
2008-04,GUERRERO,12,0,2,0,43,0,49,3,1,1,16,7,4,2,41,0,0,1,2,2,0,10
2008-04,HIDALGO,13,0,1,0,51,0,7,15,1,1,91,1,2,1,19,3,2,0,39,0,1,43
2008-04,JALISCO,14,0,2,0,113,0,"1,216",119,10,6,78,12,8,14,109,3,5,0,18,1,1,52
2008-04,MêXICO,15,0,2,0,24,2,161,22,15,7,211,5,7,3,73,1,12,0,32,7,1,116
2008-04,MICHOACµN,16,2,4,0,16,2,44,129,0,4,25,7,12,1,66,0,6,0,4,1,0,38
2008-04,MORELOS,17,0,0,0,31,1,90,1,0,1,6,1,1,3,21,1,3,0,2,1,0,18
2008-04,NAYARIT,18,0,5,0,81,0,39,13,1,1,5,3,0,2,12,0,3,1,1,0,1,17
2008-04,NUEVO LE‡N,19,0,0,0,1,0,237,0,9,1,21,8,8,7,21,0,2,0,4,2,0,14
2008-04,OAXACA,20,0,1,2,8,0,12,13,3,0,8,8,1,2,56,4,6,0,2,3,0,28
2008-04,PUEBLA,21,0,0,1,9,1,54,1,6,1,9,4,6,0,28,3,3,1,6,2,1,26
2008-04,QUERêTARO,22,0,0,0,5,0,30,0,0,1,6,3,6,1,27,1,3,0,3,1,0,11
2008-04,QUINTANA ROO,23,0,3,0,8,0,104,2,0,3,15,8,0,6,8,3,0,0,2,2,3,14
2008-04,SAN LUIS POTOS÷,24,0,1,0,2,0,38,5,1,5,13,2,1,0,42,0,3,0,3,3,0,14
2008-04,SINALOA,25,2,9,0,52,1,227,31,2,5,20,12,1,3,53,2,5,0,5,0,1,41
2008-04,SONORA,26,1,6,0,21,1,276,41,3,33,46,2,0,0,68,25,2,3,3,6,0,41
2008-04,TABASCO,27,0,0,0,6,0,16,2,0,0,10,4,1,8,9,9,0,3,2,0,1,25
2008-04,TAMAULIPAS,28,0,4,0,10,0,111,0,0,7,31,1,0,9,38,11,3,1,6,6,2,50
2008-04,TLAXCALA,29,0,0,0,0,0,4,2,0,0,3,2,9,0,8,0,4,0,0,0,2,11
2008-04,VERACRUZ,30,0,0,0,14,1,70,8,3,12,95,13,7,11,41,7,6,0,16,2,1,37
2008-04,YUCATµN,31,0,0,0,0,0,13,9,0,1,6,4,0,1,1,0,2,0,3,0,0,1
2008-04,ZACATECAS,32,0,1,0,10,0,15,5,0,1,7,2,0,0,20,2,0,0,1,0,0,4
2008-05,AGUASCALIENTES,01,0,0,0,0,0,43,0,0,0,1,3,1,5,6,0,0,0,0,0,0,5
2008-05,BAJA CALIFORNIA,02,0,1,0,5,0,958,69,2,17,121,4,2,6,128,24,5,1,4,5,1,66
2008-05,BAJA CALIFORNIA SUR,03,0,2,0,2,0,130,2,2,0,15,3,0,1,6,0,1,0,1,0,0,16
2008-05,CAMPECHE,04,0,0,0,3,0,14,1,0,2,11,4,0,3,5,1,2,0,1,1,0,6
2008-05,COAHUILA,05,0,0,0,5,0,18,29,1,1,19,0,1,2,19,0,3,1,6,1,0,19
2008-05,COLIMA,06,0,1,1,12,1,63,6,0,2,8,0,1,0,6,0,0,0,3,0,0,6
2008-05,CHIAPAS,07,0,0,0,26,0,23,4,0,1,20,9,0,3,29,23,3,0,4,1,0,20
2008-05,CHIHUAHUA,08,1,3,0,4,0,126,45,2,10,28,5,0,18,69,2,2,1,6,1,0,59
2008-05,DISTRITO FEDERAL,09,2,0,0,0,0,158,545,135,24,292,4,24,54,114,6,6,6,37,44,15,337
2008-05,DURANGO,10,0,3,0,96,0,23,27,0,7,8,3,1,2,34,0,2,1,1,0,0,32
2008-05,GUANAJUATO,11,1,0,1,7,0,146,765,15,5,26,2,0,0,67,5,2,0,7,2,0,35
2008-05,GUERRERO,12,0,2,0,33,0,43,2,0,4,7,15,0,4,46,0,4,1,1,2,0,5
2008-05,HIDALGO,13,0,0,0,29,0,3,5,0,1,53,3,4,2,33,1,7,0,31,0,0,21
2008-05,JALISCO,14,2,1,0,107,2,"1,060",93,12,6,73,7,13,17,123,2,8,0,14,2,1,41
2008-05,MêXICO,15,0,0,1,20,2,135,22,12,18,156,5,9,10,86,3,7,0,11,10,1,59
2008-05,MICHOACµN,16,7,2,0,26,0,60,111,4,0,13,10,4,4,56,0,15,2,5,0,0,30
2008-05,MORELOS,17,0,0,0,15,0,93,3,2,3,14,8,0,5,28,0,4,2,5,2,0,11
2008-05,NAYARIT,18,1,2,0,75,0,72,9,0,1,6,10,1,3,17,0,10,0,4,0,0,22
2008-05,NUEVO LE‡N,19,0,0,0,1,0,217,1,2,4,13,3,3,0,22,0,0,0,1,1,1,22
2008-05,OAXACA,20,0,1,0,3,0,10,16,3,2,8,9,0,3,55,1,6,1,3,3,0,17
2008-05,PUEBLA,21,0,0,0,9,0,45,10,5,5,19,3,7,7,44,6,10,0,7,0,1,28
2008-05,QUERêTARO,22,0,0,0,21,1,29,0,2,2,6,0,0,0,18,1,3,0,1,0,0,15
2008-05,QUINTANA ROO,23,0,0,3,2,0,80,2,0,0,19,2,0,1,6,2,0,0,0,1,0,18
2008-05,SAN LUIS POTOS÷,24,0,2,0,2,0,37,8,1,8,13,4,0,5,23,0,4,1,4,1,0,11
2008-05,SINALOA,25,1,1,0,31,0,210,27,3,8,28,13,2,6,85,1,8,2,8,5,0,50
2008-05,SONORA,26,0,12,0,22,1,261,55,0,20,35,5,0,5,60,35,2,2,5,2,0,30
2008-05,TABASCO,27,0,0,0,6,0,15,1,0,0,10,2,0,5,8,9,0,2,1,0,0,18
2008-05,TAMAULIPAS,28,0,6,0,13,0,142,4,1,8,9,3,0,7,48,6,1,0,8,3,0,33
2008-05,TLAXCALA,29,0,0,0,3,0,7,1,1,0,3,0,2,1,4,1,2,0,1,0,0,9
2008-05,VERACRUZ,30,0,0,1,10,0,71,17,2,5,53,25,4,5,40,2,1,0,8,3,4,27
2008-05,YUCATµN,31,0,0,0,0,0,15,7,2,1,5,0,1,2,3,0,3,0,2,0,0,0
2008-05,ZACATECAS,32,0,4,0,8,0,15,1,0,0,5,0,0,1,21,0,2,0,1,1,0,5
2008-06,AGUASCALIENTES,01,0,0,0,0,0,42,1,0,1,3,1,1,1,4,0,0,0,1,0,0,22
2008-06,BAJA CALIFORNIA,02,0,0,0,3,0,"1,065",75,4,11,124,4,3,5,147,32,2,1,4,9,1,52
2008-06,BAJA CALIFORNIA SUR,03,0,1,0,5,0,110,3,0,2,17,5,0,0,17,0,1,0,1,0,0,18
2008-06,CAMPECHE,04,0,1,0,1,0,18,3,1,1,7,2,0,3,5,0,1,0,0,1,1,13
2008-06,COAHUILA,05,0,1,0,2,0,18,27,3,0,8,0,0,5,7,0,6,0,5,0,1,29
2008-06,COLIMA,06,1,0,1,16,1,66,11,0,0,5,3,2,2,8,0,0,0,1,1,0,6
2008-06,CHIAPAS,07,0,0,0,19,0,20,7,1,3,43,6,3,3,29,19,0,0,3,2,4,23
2008-06,CHIHUAHUA,08,0,4,1,3,0,93,54,1,2,35,0,1,30,63,1,10,2,3,2,1,55
2008-06,DISTRITO FEDERAL,09,0,0,0,3,0,135,524,162,49,384,16,24,57,110,8,27,7,62,48,37,367
2008-06,DURANGO,10,0,1,0,28,1,22,23,0,4,17,1,3,2,64,0,2,3,2,2,0,19
2008-06,GUANAJUATO,11,1,1,0,17,1,123,628,10,0,28,0,0,0,47,7,4,0,5,4,0,26
2008-06,GUERRERO,12,0,2,0,21,0,39,2,2,4,15,6,5,5,46,1,4,0,4,0,0,6
2008-06,HIDALGO,13,0,0,0,32,0,11,20,0,1,43,5,3,1,58,1,3,0,9,1,0,21
2008-06,JALISCO,14,0,1,0,107,2,"1,007",32,19,9,82,9,10,12,112,1,12,0,16,1,0,54
2008-06,MêXICO,15,0,1,0,20,1,119,20,5,7,195,7,6,8,69,2,11,3,13,8,1,89
2008-06,MICHOACµN,16,3,2,0,14,0,55,114,0,1,16,10,5,3,33,0,4,0,1,0,0,35
2008-06,MORELOS,17,0,0,0,12,0,87,1,0,0,8,1,2,8,36,0,2,0,4,0,1,16
2008-06,NAYARIT,18,0,6,3,9,0,19,11,0,3,7,11,2,2,17,0,5,0,4,0,1,18
2008-06,NUEVO LE‡N,19,0,0,0,2,0,166,3,8,2,4,0,3,0,23,1,4,0,3,1,0,8
2008-06,OAXACA,20,0,3,0,9,2,20,7,2,3,13,8,1,10,47,4,29,1,1,5,1,21
2008-06,PUEBLA,21,0,0,0,5,0,44,6,2,4,24,3,3,4,34,4,12,0,4,0,1,42
2008-06,QUERêTARO,22,0,0,0,23,0,22,3,1,2,12,3,1,2,19,1,2,0,4,0,1,12
2008-06,QUINTANA ROO,23,0,0,0,9,1,81,8,1,0,31,5,5,1,13,8,2,0,4,0,1,8
2008-06,SAN LUIS POTOS÷,24,0,1,0,7,0,38,7,1,5,15,2,0,1,36,0,8,0,1,1,0,13
2008-06,SINALOA,25,0,4,1,38,3,199,24,6,9,24,12,1,6,84,0,6,5,4,7,0,41
2008-06,SONORA,26,0,4,0,19,0,241,54,1,17,60,6,1,6,71,39,8,0,4,4,0,38
2008-06,TABASCO,27,0,0,0,8,0,25,1,0,0,6,0,2,2,8,15,0,1,4,0,0,11
2008-06,TAMAULIPAS,28,0,1,0,0,0,144,0,3,14,24,4,0,10,47,3,2,0,5,8,0,60
2008-06,TLAXCALA,29,0,0,0,4,0,10,2,1,3,1,0,0,1,9,0,4,0,3,0,0,12
2008-06,VERACRUZ,30,0,0,0,22,0,45,9,0,4,89,6,2,7,35,6,2,0,10,1,5,37
2008-06,YUCATµN,31,0,0,0,0,0,10,6,0,0,10,2,3,2,4,0,2,1,4,0,0,6
2008-06,ZACATECAS,32,0,0,0,8,0,18,2,0,1,1,0,1,2,11,0,3,0,2,0,0,8
2008-07,AGUASCALIENTES,01,0,0,0,0,0,20,0,0,1,3,1,1,0,11,0,0,0,0,0,2,21
2008-07,BAJA CALIFORNIA,02,1,1,0,2,0,978,121,2,7,114,2,1,3,119,35,3,0,1,0,2,38
2008-07,BAJA CALIFORNIA SUR,03,0,3,0,2,0,102,9,0,1,20,5,0,1,5,0,0,0,2,0,0,27
2008-07,CAMPECHE,04,0,0,0,3,0,12,8,0,1,13,4,0,3,5,1,1,0,0,0,1,8
2008-07,COAHUILA,05,0,0,0,1,0,16,9,8,5,20,1,0,7,21,0,5,0,1,0,3,26
2008-07,COLIMA,06,1,0,0,13,0,64,1,0,3,7,1,3,1,2,1,0,0,1,0,0,2
2008-07,CHIAPAS,07,0,0,0,23,2,32,15,1,9,40,5,5,7,38,25,0,0,3,0,1,12
2008-07,CHIHUAHUA,08,0,2,1,3,0,57,41,1,10,37,10,4,36,62,1,1,1,33,0,2,61
2008-07,DISTRITO FEDERAL,09,0,0,0,0,0,179,529,111,45,336,2,18,73,114,6,11,12,69,71,168,228
2008-07,DURANGO,10,0,0,0,50,1,24,17,0,1,30,3,1,1,57,1,59,1,2,0,0,35
2008-07,GUANAJUATO,11,6,0,0,7,0,112,622,15,5,36,1,1,1,56,1,7,0,5,1,1,60
2008-07,GUERRERO,12,0,0,0,26,0,29,4,0,3,19,11,1,4,39,0,10,1,5,0,3,12
2008-07,HIDALGO,13,1,0,1,37,2,12,7,0,1,31,2,2,3,27,1,3,0,40,0,2,47
2008-07,JALISCO,14,1,1,0,108,1,989,55,7,12,76,6,8,20,120,1,3,0,34,2,8,63
2008-07,MêXICO,15,0,0,0,11,1,99,14,9,3,116,6,4,5,65,0,3,1,8,2,20,96
2008-07,MICHOACµN,16,0,0,0,22,0,53,109,0,0,14,11,2,4,65,0,5,1,3,3,0,42
2008-07,MORELOS,17,0,0,0,28,0,63,5,0,1,9,5,1,2,22,1,6,0,5,0,1,15
2008-07,NAYARIT,18,0,6,1,3,1,38,3,0,5,8,8,0,1,7,0,0,0,2,0,3,8
2008-07,NUEVO LE‡N,19,0,0,0,0,0,216,2,2,6,19,2,1,1,21,2,3,0,1,0,2,15
2008-07,OAXACA,20,0,3,0,5,0,16,37,1,0,12,2,1,2,56,3,10,0,3,0,0,19
2008-07,PUEBLA,21,0,2,0,4,0,48,2,2,2,27,6,1,0,36,4,9,1,5,0,0,41
2008-07,QUERêTARO,22,0,0,0,11,1,36,0,1,1,7,2,3,3,17,0,0,0,2,0,1,11
2008-07,QUINTANA ROO,23,0,1,0,5,1,84,19,1,2,19,12,0,6,14,3,1,1,1,0,0,9
2008-07,SAN LUIS POTOS÷,24,0,0,1,7,1,27,2,0,4,14,1,0,5,30,1,1,0,3,0,0,7
2008-07,SINALOA,25,0,10,0,16,1,186,23,13,4,27,19,1,8,90,5,14,5,4,3,0,41
2008-07,SONORA,26,1,6,1,17,0,236,39,3,23,67,8,1,6,72,59,13,0,6,1,1,48
2008-07,TABASCO,27,0,0,0,7,0,19,1,0,0,36,1,0,5,1,14,1,3,1,0,0,12
2008-07,TAMAULIPAS,28,0,0,0,3,0,124,0,2,14,40,4,0,8,42,2,5,0,3,0,2,65
2008-07,TLAXCALA,29,0,0,0,2,0,9,0,0,3,14,9,0,0,6,0,2,0,4,0,2,8
2008-07,VERACRUZ,30,0,0,0,16,1,39,9,2,14,59,14,1,9,39,5,4,2,7,0,5,32
2008-07,YUCATµN,31,0,0,0,0,0,22,4,0,1,9,5,1,10,2,0,2,1,0,0,2,3
2008-07,ZACATECAS,32,0,1,0,6,0,13,3,0,1,3,0,0,0,18,0,2,1,1,1,0,3
2008-08,AGUASCALIENTES,01,0,0,0,0,0,29,0,0,1,3,0,3,2,5,0,0,0,1,3,1,10
2008-08,BAJA CALIFORNIA,02,0,1,0,1,0,897,48,1,13,108,4,2,7,118,47,4,1,4,0,0,66
2008-08,BAJA CALIFORNIA SUR,03,0,0,0,5,0,130,3,0,2,6,1,1,2,5,0,0,0,1,0,1,13
2008-08,CAMPECHE,04,0,0,0,7,0,12,7,0,1,20,4,0,4,5,1,1,0,3,2,0,4
2008-08,COAHUILA,05,0,0,0,1,0,14,13,2,8,14,1,0,7,15,0,1,1,3,3,2,15
2008-08,COLIMA,06,0,1,2,9,0,71,4,0,1,5,4,0,2,8,0,1,0,1,1,0,2
2008-08,CHIAPAS,07,0,3,0,12,2,27,26,0,6,37,10,3,3,22,19,1,0,5,3,2,30
2008-08,CHIHUAHUA,08,0,4,0,1,1,69,25,6,5,37,4,4,10,77,0,1,3,0,3,7,58
2008-08,DISTRITO FEDERAL,09,0,0,0,0,0,100,533,120,16,378,1,1,44,97,1,7,4,66,22,17,318
2008-08,DURANGO,10,0,5,0,49,2,29,53,0,6,28,3,1,8,70,0,223,0,4,1,0,40
2008-08,GUANAJUATO,11,1,1,0,9,1,92,472,5,4,12,1,3,2,64,2,9,0,5,3,1,28
2008-08,GUERRERO,12,0,6,0,20,0,38,4,2,3,25,19,3,4,56,2,2,1,9,2,2,13
2008-08,HIDALGO,13,0,0,0,21,0,4,4,0,2,35,1,0,4,13,0,4,0,9,1,0,21
2008-08,JALISCO,14,1,1,0,68,0,"1,056",92,13,8,67,8,7,11,92,2,6,1,58,5,5,64
2008-08,MêXICO,15,1,0,0,21,0,101,25,9,4,163,10,8,6,74,0,7,3,13,4,3,93
2008-08,MICHOACµN,16,1,0,0,22,1,71,153,0,1,14,13,9,7,103,0,2,2,8,2,1,42
2008-08,MORELOS,17,0,0,0,5,1,56,10,0,0,33,7,1,3,18,0,2,0,7,0,0,7
2008-08,NAYARIT,18,0,3,0,9,1,40,16,0,2,6,16,1,0,10,0,1,0,4,0,0,15
2008-08,NUEVO LE‡N,19,0,0,0,0,0,202,11,0,0,12,0,4,2,19,0,2,0,0,2,0,21
2008-08,OAXACA,20,0,0,0,6,0,14,30,0,0,12,15,1,7,47,4,14,1,3,3,0,12
2008-08,PUEBLA,21,0,0,0,6,0,46,3,1,2,20,7,5,1,43,3,9,0,8,3,0,27
2008-08,QUERêTARO,22,0,0,0,9,1,25,2,0,0,3,2,0,1,26,0,1,1,5,1,0,6
2008-08,QUINTANA ROO,23,0,0,1,5,0,52,32,0,2,21,2,1,6,11,4,1,1,10,0,0,24
2008-08,SAN LUIS POTOS÷,24,0,0,0,6,0,17,2,0,3,21,0,1,2,22,0,4,1,3,6,0,15
2008-08,SINALOA,25,3,7,0,29,0,204,18,5,4,15,17,3,5,95,2,12,3,8,8,0,44
2008-08,SONORA,26,0,3,0,22,0,231,39,4,17,49,15,3,10,76,47,8,3,5,3,0,44
2008-08,TABASCO,27,0,0,0,4,0,9,0,0,4,12,1,1,3,3,2,0,3,1,2,0,24
2008-08,TAMAULIPAS,28,0,1,0,2,0,98,0,1,11,22,4,0,10,44,4,4,0,4,7,0,56
2008-08,TLAXCALA,29,0,0,0,0,0,4,0,0,1,1,16,4,3,7,0,4,0,1,0,0,11
2008-08,VERACRUZ,30,0,0,0,19,0,33,7,0,4,83,8,3,8,51,5,3,0,9,2,0,61
2008-08,YUCATµN,31,0,0,0,0,0,13,4,0,1,3,1,5,13,2,0,0,3,4,0,0,7
2008-08,ZACATECAS,32,0,0,0,6,0,15,4,0,2,4,0,1,2,11,0,2,0,0,1,0,20
2008-09,AGUASCALIENTES,01,0,0,0,0,0,28,0,1,0,7,12,0,5,8,0,0,0,1,0,1,11
2008-09,BAJA CALIFORNIA,02,0,0,0,12,0,774,110,0,11,133,3,1,6,133,38,7,0,3,3,0,59
2008-09,BAJA CALIFORNIA SUR,03,0,1,0,3,0,103,4,0,0,29,3,0,0,5,0,1,0,6,0,0,22
2008-09,CAMPECHE,04,0,0,0,16,0,13,0,1,1,11,4,0,1,6,1,0,0,0,2,0,20
2008-09,COAHUILA,05,0,0,0,3,0,29,6,2,2,12,0,2,3,11,0,4,4,2,4,3,19
2008-09,COLIMA,06,0,0,0,3,1,44,3,0,1,2,7,1,0,13,1,1,0,0,0,2,8
2008-09,CHIAPAS,07,0,3,1,13,1,39,5,0,7,34,7,1,5,31,19,2,1,5,0,1,20
2008-09,CHIHUAHUA,08,0,3,0,4,1,99,59,3,14,50,23,1,18,73,2,4,0,1,3,1,90
2008-09,DISTRITO FEDERAL,09,0,0,0,1,0,100,458,148,9,384,0,2,70,120,1,7,11,55,22,23,404
2008-09,DURANGO,10,0,1,0,70,0,21,21,0,3,10,3,1,7,49,0,7,1,2,2,0,34
2008-09,GUANAJUATO,11,5,0,0,6,8,120,307,12,6,11,1,0,1,79,0,7,0,12,4,0,38
2008-09,GUERRERO,12,0,2,0,33,0,44,5,0,4,14,8,0,7,53,0,5,0,3,5,5,9
2008-09,HIDALGO,13,0,0,0,24,1,2,2,0,0,32,1,7,2,10,0,3,0,47,3,0,25
2008-09,JALISCO,14,2,1,0,78,0,966,97,6,9,48,13,12,10,110,0,7,0,27,3,1,40
2008-09,MêXICO,15,0,0,0,15,0,101,10,6,2,110,3,6,3,62,2,3,0,14,15,4,71
2008-09,MICHOACµN,16,2,0,1,23,0,67,153,2,1,24,7,5,5,96,0,7,0,3,6,1,46
2008-09,MORELOS,17,0,0,0,19,0,59,3,0,2,44,2,0,6,27,0,31,0,24,4,1,27
2008-09,NAYARIT,18,0,0,0,6,0,38,7,0,3,6,17,1,5,14,0,7,0,12,0,0,13
2008-09,NUEVO LE‡N,19,0,0,0,4,0,189,19,1,0,9,1,3,1,24,1,1,0,1,0,0,20
2008-09,OAXACA,20,0,2,2,9,0,6,25,0,0,9,9,1,5,49,4,6,0,2,3,0,28
2008-09,PUEBLA,21,0,1,0,6,0,43,3,0,2,19,5,1,1,41,2,5,0,7,0,3,28
2008-09,QUERêTARO,22,0,0,0,4,1,24,0,1,2,4,0,1,1,25,0,2,0,3,0,0,20
2008-09,QUINTANA ROO,23,0,0,0,16,0,31,12,1,1,17,8,1,5,9,4,0,0,1,3,3,20
2008-09,SAN LUIS POTOS÷,24,0,0,0,5,1,18,5,2,6,27,0,1,6,24,0,7,0,0,4,0,8
2008-09,SINALOA,25,0,1,0,29,0,186,10,3,9,31,14,3,3,106,0,9,4,3,4,0,48
2008-09,SONORA,26,0,3,0,16,0,244,42,2,27,48,0,4,5,96,37,6,1,5,0,1,40
2008-09,TABASCO,27,0,0,1,10,0,24,0,0,3,11,2,0,7,5,5,0,0,0,4,1,14
2008-09,TAMAULIPAS,28,0,3,0,2,0,90,2,1,13,27,0,1,6,46,1,6,0,3,4,1,62
2008-09,TLAXCALA,29,0,0,0,5,0,7,2,0,1,4,4,0,0,7,0,2,0,2,2,0,8
2008-09,VERACRUZ,30,0,0,0,24,0,42,14,0,12,64,8,0,12,37,7,5,1,6,0,0,41
2008-09,YUCATµN,31,0,0,0,0,0,26,7,1,0,8,1,1,1,5,0,1,0,0,2,0,2
2008-09,ZACATECAS,32,0,1,0,5,0,5,4,0,0,1,0,1,1,9,0,3,0,0,2,0,17
2008-10,AGUASCALIENTES,01,0,0,0,0,0,31,0,0,1,6,0,3,2,8,0,1,0,0,1,0,14
2008-10,BAJA CALIFORNIA,02,0,4,0,7,0,740,20,3,22,129,3,3,8,133,61,1,3,4,5,1,42
2008-10,BAJA CALIFORNIA SUR,03,0,0,0,2,0,75,5,0,1,21,1,0,2,10,0,0,1,3,0,0,8
2008-10,CAMPECHE,04,0,0,0,14,0,18,3,0,4,11,5,1,2,3,7,0,0,0,1,0,4
2008-10,COAHUILA,05,0,0,0,1,0,26,4,10,5,24,1,1,10,9,0,8,1,4,1,2,11
2008-10,COLIMA,06,0,1,0,16,0,51,6,0,1,2,4,5,1,7,0,0,0,1,0,1,8
2008-10,CHIAPAS,07,0,0,0,25,0,36,17,0,12,20,19,3,5,34,19,2,0,1,0,1,32
2008-10,CHIHUAHUA,08,0,11,0,0,1,82,28,5,15,56,1,3,25,44,1,7,0,3,4,1,51
2008-10,DISTRITO FEDERAL,09,0,0,0,0,0,78,500,185,11,460,0,13,61,111,0,12,7,29,45,15,338
2008-10,DURANGO,10,0,1,0,6,0,18,41,1,11,18,0,1,5,40,0,0,1,1,1,0,34
2008-10,GUANAJUATO,11,4,2,0,20,9,171,271,17,4,43,0,1,1,82,1,8,0,21,5,1,40
2008-10,GUERRERO,12,0,2,0,19,0,63,4,0,2,23,8,5,2,49,0,14,0,5,3,14,15
2008-10,HIDALGO,13,0,0,0,39,0,7,9,1,8,57,1,1,4,30,3,1,0,26,3,5,47
2008-10,JALISCO,14,0,0,0,65,0,803,96,6,7,57,6,7,9,105,1,3,0,18,4,2,43
2008-10,MêXICO,15,0,0,0,6,0,98,20,13,2,135,8,12,7,70,0,2,1,5,8,1,80
2008-10,MICHOACµN,16,0,0,1,5,0,63,137,2,1,9,6,2,0,72,0,5,2,9,3,0,47
2008-10,MORELOS,17,0,0,0,11,0,37,4,4,0,16,1,0,3,17,0,6,1,20,4,1,18
2008-10,NAYARIT,18,1,0,0,6,0,35,14,0,5,3,4,1,4,17,0,0,0,20,0,1,16
2008-10,NUEVO LE‡N,19,0,0,0,0,0,141,4,2,0,16,1,1,0,24,0,0,0,1,3,0,26
2008-10,OAXACA,20,0,1,0,7,0,19,26,0,0,8,14,0,6,69,3,8,2,0,4,1,29
2008-10,PUEBLA,21,0,0,0,5,0,50,8,1,5,26,8,4,3,44,3,19,0,9,2,4,36
2008-10,QUERêTARO,22,0,2,0,13,0,28,2,1,4,8,1,1,2,26,2,8,0,4,0,1,12
2008-10,QUINTANA ROO,23,0,1,0,17,1,69,12,0,0,13,9,3,0,13,4,0,1,1,3,4,18
2008-10,SAN LUIS POTOS÷,24,0,0,0,6,0,21,5,0,6,15,2,0,2,24,1,4,1,3,2,0,4
2008-10,SINALOA,25,2,7,0,20,0,204,10,1,5,15,7,1,1,70,0,15,0,3,1,1,30
2008-10,SONORA,26,1,5,2,19,1,232,40,1,22,47,3,1,5,76,39,5,1,4,3,0,35
2008-10,TABASCO,27,0,0,0,6,0,11,0,1,0,11,0,1,8,8,6,0,1,0,2,0,19
2008-10,TAMAULIPAS,28,0,1,0,1,0,95,2,1,18,22,4,0,9,45,3,4,0,3,7,0,60
2008-10,TLAXCALA,29,0,0,0,2,1,16,1,0,2,8,4,4,2,5,0,5,0,3,0,0,9
2008-10,VERACRUZ,30,0,0,0,14,0,24,6,0,5,77,4,3,7,38,2,6,0,5,1,1,24
2008-10,YUCATµN,31,0,0,0,1,0,20,18,1,0,7,4,0,5,4,0,4,1,0,0,0,14
2008-10,ZACATECAS,32,1,0,0,20,1,12,19,0,0,9,0,0,3,25,1,6,0,1,2,1,58
2008-11,AGUASCALIENTES,01,0,0,0,0,0,20,0,0,1,2,0,2,2,3,0,0,0,0,4,0,6
2008-11,BAJA CALIFORNIA,02,0,1,0,3,0,658,13,2,15,135,1,0,9,126,44,0,0,0,4,1,82
2008-11,BAJA CALIFORNIA SUR,03,0,0,0,4,0,69,7,0,0,14,3,0,1,5,0,0,0,2,0,1,10
2008-11,CAMPECHE,04,1,0,0,22,0,23,11,0,0,16,8,1,0,3,0,1,0,1,5,0,10
